Orgname,placeInfo,logicaldevicecode,ReportDate,Category,Current BATCC,Previous BATCC,Current Actual Cost,Previous Actual Cost,Current CA,Previous CA,BeginDate,EnergyProgram,SalesDocName,PlaceId,invoiceitemid,invoiceitemname
Fresno USD-CA,Addicott School,COF_169665-166442-WS,2025-12-01T00:00:00,New,96.8125,0,127,0,-29.85,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,16333524-c169-422e-8cb0-702fc8f8f538,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fulton School (Millbrook Admin),PGE_9089636408,2025-12-01T00:00:00,New,344.258,0,436,0,-91.76,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,7edb365f-bc7b-4f06-aaab-0273295961e7,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Yokomi ES (SOLAR),COF_277643-444632-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,e0a365d4-4125-4231-b3c2-cd6c80a49685,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Hoover HS (SOLAR),COF_187639-184156-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9e46eed9-8010-4ad0-9692-ee2d56afe5ed,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Calwa ES,PGE_1310513860,2025-12-01T00:00:00,New,511.862,0,543,0,-30.72,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,27cf6ad6-7569-4de8-a2de-7aaf8d549b46,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,College and Career Readiness,PGE_6586371966,2025-12-01T00:00:00,New,160.64,0,161,0,0,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,0bda1394-5acf-4758-b6f7-cbd65bedcd72,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Ericson ES (SOLAR),COF_283325-229088-WS,2025-12-01T00:00:00,New,689.4189,0,627,0,62.63,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,fbe9ebf0-cdb0-413b-963e-67d99e327db3,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Jefferson ES (SOLAR),COF_5701-5542-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,32518095-ae90-497c-b466-05a0fabc75de,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Kings Canyon MS,PGE_1314799998,2025-12-01T00:00:00,New,12174.1164,0,16873,0,-4698.96,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,823c9f47-7c69-40d4-a17b-a62c2594b008,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Ewing ES,PGE_0944437765,2025-12-01T00:00:00,New,3583.2778,0,2615,0,968.19,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,4ea6c8f0-87d3-4ccd-933a-579464681de7,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Hoover HS (SOLAR),PGE_9080633333_AGG,2025-12-01T00:00:00,New,6194.1512,0,6256,0,-61.78,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9e46eed9-8010-4ad0-9692-ee2d56afe5ed,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Early Learning Center,COF_277643-367372-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,8e5cf146-88a8-4de7-b193-cf87f68ec642,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Phoenix Academy 1-6,PGE_1732838662,2025-12-01T00:00:00,New,3258.9097,0,3368,0,-109.02,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,2894c317-8ea8-405a-8cd3-cc736f2aa319,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Sunset ES,COF_73963-72622-IR,2025-12-01T00:00:00,New,273.9017,0,232,0,41.45,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,555794dc-eab7-4416-8ebb-fff51eea90d7,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lawless ES (SOLAR),COF_181869-178448-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9cf7e955-162f-4679-af4d-7733c0b33c58,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Roosevelt HS (SOLAR),CE_1317635817,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-15T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,1d252a1c-83d1-472d-b053-b7d5032e6b4d,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Rata HS and Adult Transition,COF_277643-56172-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,5d596b5b-3d87-4e75-91f0-b8b3c6ffba0f,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Phoenix Academy 1-6,COF_11755-280740-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,2894c317-8ea8-405a-8cd3-cc736f2aa319,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lane ES,COF_166371-163194-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,6c32ef16-c7ef-4b33-a827-401180a12a8b,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fremont ES,PGE_1731247694,2025-12-01T00:00:00,New,6774.2184,0,7497,0,-722.97,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ce911985-0bb5-4931-bd71-cdd5adf25e24,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lane ES,PGE_1310513104,2025-12-01T00:00:00,New,379.8225,0,281,0,98.59,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,6c32ef16-c7ef-4b33-a827-401180a12a8b,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Addicott School,PGE_2081712706,2025-12-01T00:00:00,New,622.3744,0,409,0,213.37,0,2025-11-03T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,16333524-c169-422e-8cb0-702fc8f8f538,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Robinson ES,PGE_0320118379,2025-12-01T00:00:00,New,3119.765,0,820,0,2299.79,0,2025-12-02T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,fd3397fe-7594-4a1d-a7bd-9f8bda893945,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Scandinavian MS (SOLAR),COF_114719-112626-WS,2025-12-01T00:00:00,New,535.0785,0,2580,0,-2044.91,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,d6bf450f-ee91-47bd-b35f-f0715fab7763,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Jackson ES,PGE_1317602566,2025-12-01T00:00:00,New,6427.4096,0,7939,0,-1511.54,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,2146ba44-496d-47b2-89cc-2643334e8af4,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Center for Prof. Devel. ,PGE_1733214621,2025-12-01T00:00:00,New,4206.0606,0,4426,0,-220.06,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,d8bd856e-e5f4-49a7-934d-1601340a6bbb,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Gaston MS,PGE_5019007263,2025-12-01T00:00:00,New,21387.7559,0,21847,0,-459.12,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,aabd2723-1888-494d-b57e-99c0756b607d,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fulton School (Millbrook Admin),COF_22119-107874-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,7edb365f-bc7b-4f06-aaab-0273295961e7,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Bakman ES,BWC_303720-W,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-10-31T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,51e24267-5a03-4987-8012-106033c1e9e8,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,McCardle ES,COF_23359-22868-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,03bafd9c-7aa8-4896-b01b-55aa442a9699,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Scandinavian MS (SOLAR),PGE_1310513433,2025-12-01T00:00:00,New,770.7435,0,778,0,-6.87,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,d6bf450f-ee91-47bd-b35f-f0715fab7763,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lowell ES,PGE_9089636377,2025-12-01T00:00:00,New,704.205,0,736,0,-31.53,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,37ea9f82-c37a-4112-bef6-acdfc072b49b,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Eaton ES,COF_61285-60148-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-14T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,6082d5de-ba67-480c-abd2-99de84f32f72,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,De Wolf Cont,COF_20889-91798-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,4934c05e-e8af-4d48-84b7-b227b635d966,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Tenaya MS (SOLAR),COF_51059-50100-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,6beb9eff-d0ef-4939-b069-2cf7a6dcd78e,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Thomas ES,PGE_9084283777,2025-12-01T00:00:00,New,2518.5936,0,2656,0,-137.7,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,fc1e0c81-c549-478c-9853-cb7ad2ebb6f2,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Rowell ES (SOLAR),PGE_6918883181,2025-12-01T00:00:00,New,2587.2698,0,2757,0,-169.3,0,2025-11-14T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ea48f70a-5e20-4d81-b996-cec6d01f3576,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Scandinavian MS (SOLAR),PGE_6862372557,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-03T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,d6bf450f-ee91-47bd-b35f-f0715fab7763,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Prevention and Intervention (Arts Education Gallery),PGE_2241791582,2025-12-01T00:00:00,New,1432.5348,0,997,0,435.89,0,2025-11-21T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,830603bd-03c8-40ec-8e73-a16f5acb682a,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Patino School of Entrepreneurship,COF_80767-79330-IR,2025-12-01T00:00:00,New,180.7582,0,149,0,32.06,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ac4fff8e-73b9-4294-94af-14451dd6058a,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Winchell ES,PGE_1310513150,2025-12-01T00:00:00,New,10907.7545,0,9655,0,1253.16,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,dbc24ca2-85ad-403e-8101-e9128abe678a,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Vang Pao ES (SOLAR),PGE_1738388929_PVGrid,2025-12-01T00:00:00,New,15362.4945,0,14635,0,727.52,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,dea062b1-d214-439f-a84a-73bc6be6aca0,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Yosemite MS,G6407144988,2025-12-01T00:00:00,New,583.5485,0,1261,0,-677.17,0,2025-12-03T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,269d4410-7619-4171-8ab4-85940cc8f862,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lincoln ES (SOLAR),COF_26657-26118-WS,2025-12-01T00:00:00,New,558.6358,0,201,0,358.1,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,c1d01663-cdbf-4f4c-917b-0ce097a01481,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Balderas ES,PGE_1317482666,2025-12-01T00:00:00,New,5388.9285,0,8022,0,-2632.76,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,4edd06d6-bbca-42cb-9b47-efdf5f5ab09c,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Baird School 5-8,COF_186637-183162-IR,2025-12-01T00:00:00,New,332.2809,0,740,0,-407.29,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,42f67f58-e70a-4381-93b8-44efdfc373dc,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Vinland ES,COF_162557-159482-IR,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-24T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,cca9ae47-ec57-4522-9f63-abef6d81deaa,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Storey ES (SOLAR),COF_283359-227200-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,80b79e13-3cde-4cb8-9918-aa50b3998fd6,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Herrera ES (SOLAR),PGE_1311294176,2025-12-01T00:00:00,New,4591.43,0,3730,0,861.82,0,2025-11-18T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,05c25757-4e99-4914-99ea-3f551ce4690e,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Wishon ES,PGE_8163867294,2025-12-01T00:00:00,New,2979.9336,0,2105,0,874.45,0,2025-11-12T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,bec5d362-54e6-4b28-8bb4-e2ed2926b004,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Edison HS (SOLAR),PGE_1734883071,2025-12-01T00:00:00,New,1505.1641,0,3141,0,-1635.48,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,e81a4cdb-49e0-4623-bf3d-dbc8e63b203c,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Center for Prof. Devel. ,COF_20889-74908-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,d8bd856e-e5f4-49a7-934d-1601340a6bbb,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Holland ES,PGE_8288203756,2025-12-01T00:00:00,New,3736.3702,0,1911,0,1825.38,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,51378e0a-180c-4c57-ba72-68b8d19287d8,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Wawona MS (SOLAR),PGE_7960514170,2025-12-01T00:00:00,New,5655.2926,0,3658,0,1996.95,0,2025-11-14T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ac638832-274e-4477-9954-12d41ecebe00,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,McLane HS (SOLAR),PGE_9089636116_PVGrid,2025-12-01T00:00:00,New,45118.4609,0,45118,0,0,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,2b46b363-0dfe-4761-8d41-13b59fc2e83c,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Phoenix Secondary Academy,COF_20889-363254-WS,2025-12-01T00:00:00,New,112.9887,0,129,0,-15.67,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,7d2794a6-8f4b-4569-a4df-9ea6846cbc73,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Burroughs ES (SOLAR),PGE_4567695591,2025-12-01T00:00:00,New,3465.6778,0,4124,0,-658.27,0,2025-11-10T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9fb38a62-0d68-4ec5-8de6-b07cecfc2968,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fremont ES,COF_40581-39826-IR,2025-12-01T00:00:00,New,36.0589,0,337,0,-301.07,0,2025-11-17T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ce911985-0bb5-4931-bd71-cdd5adf25e24,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Mayfair ES,COF_116795-114658-WS,2025-12-01T00:00:00,New,1284.5273,0,1064,0,220.79,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,711b24b2-51af-4206-9a44-5c45b0d129a8,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Cooper MS (SOLAR),COF_87351-85778-IR,2025-12-01T00:00:00,New,1079.1468,0,377,0,702.47,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,97dccec4-ea45-40f6-91ad-3982d9d883e0,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Baird School 5-8,PGE_9089636633,2025-12-01T00:00:00,New,12051.4552,0,15110,0,-3058.57,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,42f67f58-e70a-4381-93b8-44efdfc373dc,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Baird School 5-8,COF_186637-183162-WS,2025-12-01T00:00:00,New,991.6279,0,1508,0,-516.16,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,42f67f58-e70a-4381-93b8-44efdfc373dc,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Parent University ,COF_346557-33300-WS,2025-12-01T00:00:00,New,56.0355,0,61,0,-5.34,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9c0b4a41-b5f1-4511-aec5-090d5961ccc6,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fort Miller MS,PGE_3264474194,2025-12-01T00:00:00,New,6055.2675,0,2516,0,3539.47,0,2025-12-03T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,c98fa0d8-3819-40da-8152-54e974beeec2,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Hoover HS (SOLAR),PGE_7496239661,2025-12-01T00:00:00,New,5595.8074,0,3024,0,2571.88,0,2025-12-02T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,9e46eed9-8010-4ad0-9692-ee2d56afe5ed,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Aynesworth ES,COF_168613-165408-WS,2025-12-01T00:00:00,New,347.3683,0,576,0,-228.16,0,2025-11-07T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,59dfba2b-a40d-4738-9132-fed6c6e20957,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lincoln ES (SOLAR),PGE_2445213468,2025-12-01T00:00:00,New,3076.499,0,2902,0,174.89,0,2025-11-20T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,c1d01663-cdbf-4f4c-917b-0ce097a01481,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Greenburg ES,COF_363043-175022-WS,2025-12-01T00:00:00,New,0,0,0,0,0,0,2025-11-26T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,ba152d84-f608-48f5-936f-c49a06cca5a9,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Lincoln ES (SOLAR),PGE_1738016795_PVGrid,2025-12-01T00:00:00,New,12515.1853,0,12156,0,358.71,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,c1d01663-cdbf-4f4c-917b-0ce097a01481,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Fulton School (Millbrook Admin),PGE_3045428053,2025-12-01T00:00:00,New,61.3409,0,79,0,-17.62,0,2025-11-19T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,7edb365f-bc7b-4f06-aaab-0273295961e7,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,Roosevelt HS (SOLAR),PGE_2125182738,2025-12-01T00:00:00,New,2947.8026,0,8364,0,-5416.36,0,2025-11-18T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,1d252a1c-83d1-472d-b053-b7d5032e6b4d,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
Fresno USD-CA,King ES,PGE_8944262853,2025-12-01T00:00:00,New,8768.2389,0,2718,0,6050.56,0,2025-11-25T00:00:00,6ADA335E-6193-ED11-8164-000D3A7056C3,25-Dec,f507fd1b-55f2-4c40-b239-3cec6b422e7d,a0wUi000003MzfpIAC,6ADA335E-6193-ED11-8164-000D3A7056C3 - December 2025 - 2025-12-01
